N,n_x,n_b,n_trunc,p_obs,statuses,H_shannon_bits,c_m,m_eff,runtime_sec,num_constraints_per_node,num_words,node_values
0.005,2,2,0,"[[0.4437685419908576, 0.5562314580091424], [0.5562314580091424, 0.4437685419908576]]","['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",0.5794908974729138,7.492940515158995,8,22.638994600856677,"[214, 214, 214, 214, 214, 214, 214, 214]",34,"[-3.4699699877383416, -1.4571410790461048, -0.8215373600892557, -0.5134026618854128, -0.3287258600956563, -0.20193953371858897, -0.10431190924622796, -0.016421225866493295]"
0.02368421052631579,2,2,0,"[[0.37911973180745595, 0.620880268192544], [0.620880268192544, 0.37911973180745595]]","['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",0.4775368117490923,7.492940515158995,8,21.922510277014226,"[214, 214, 214, 214, 214, 214, 214, 214]",34,"[-3.469952758559706, -1.4658020638236722, -0.8433797939624694, -0.5374751728675691, -0.34994538075296255, -0.21765095141262775, -0.11330209616577314, -0.017895485865123097]"
0.042368421052631576,2,2,0,"[[0.3402899926581956, 0.6597100073418044], [0.6597100073418044, 0.3402899926581956]]","['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",0.4026677973123308,7.492940515158995,8,21.777282600989565,"[214, 214, 214, 214, 214, 214, 214, 214]",34,"[-3.4706521844982405, -1.4763708942128102, -0.8594286977758374, -0.5539075001087785, -0.36397658732705296, -0.22792034381847948, -0.11916288710565368, -0.018853622999812185]"
0.061052631578947365,2,2,0,"[[0.3105907269258653, 0.6894092730741347], [0.6894092730741347, 0.3105907269258653]]","['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",0.33920269217916105,7.492940515158995,8,21.629121810896322,"[214, 214, 214, 214, 214, 214, 214, 214]",34,"[-3.4731726852867846, -1.4864652504156224, -0.8729835198431906, -0.5670286184525324, -0.3749261797281965, -0.2358722703542197, -0.12369194339985093, -0.019597355499437377]"
0.07973684210526316,2,2,0,"[[0.2861204628394568, 0.7138795371605432], [0.7138795371605432, 0.2861204628394568]]","['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",0.2838274376659098,7.492940515158995,8,21.608539671171457,"[214, 214, 214, 214, 214, 214, 214, 214]",34,"[-3.476522544478942, -1.4962428817550248, -0.8847540522078097, -0.5779061119137247, -0.3838380389823562, -0.24230269441874547, -0.12735164266151108, -0.02019511107497165]"
0.09842105263157895,2,2,0,"[[0.2651845769033508, 0.7348154230966493], [0.7348154230966493, 0.2651845769033508]]","['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",0.23510471497604285,7.492940515158995,8,21.561712813097984,"[214, 214, 214, 214, 214, 214, 214, 214]",34,"[-3.480254405484035, -1.5056651862652495, -0.895029538900086, -0.5870390119280064, -0.3912087781612105, -0.24759563023857717, -0.1303559374415239, -0.020687311764263812]"
0.11710526315789474,2,2,0,"[[0.24685722816064665, 0.7531427718393533], [0.7531427718393533, 0.24685722816064665]]","['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",0.19215247703330232,7.492940515158995,8,21.571857725968584,"[214, 214, 214, 214, 214, 214, 214, 214]",34,"[-3.484221588258932, -1.5146148648143472, -0.9039685110662764, -0.5947271549435299, -0.39733719311241344, -0.25197866502991173, -0.1328436050310531, -0.021096455869229414]"
0.13578947368421052,2,2,0,"[[0.23056346553582524, 0.7694365344641747], [0.7694365344641747, 0.23056346553582524]]","['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",0.154383028900284,7.492940515158995,8,21.78227274888195,"[214, 214, 214, 214, 214, 214, 214, 214]",34,"[-3.488358600290642, -1.522959714633565, -0.9116800042288412, -0.6011831932992339, -0.4024313165958456, -0.25560776641382227, -0.13490324775163784, -0.021433643045123605]"
0.15447368421052632,2,2,0,"[[0.21591534618854524, 0.7840846538114548], [0.7840846538114548, 0.21591534618854524]]","['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",0.12138147632279786,7.492940515158995,8,22.15391509910114,"[214, 214, 214, 214, 214, 214, 214, 214]",34,"[-3.4926173310628617, -1.5305721794916218, -0.9182572864579455, -0.6065617919892798, -0.40664106671444894, -0.2585998571961674, -0.13659826316394577, -0.021711262759926693]"
0.17315789473684212,2,2,0,"[[0.20263536147403188, 0.7973646385259681], [0.7973646385259681, 0.20263536147403188]]","['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",0.0928175970015335,7.492940515158995,8,22.07454253709875,"[214, 214, 214, 214, 214, 214, 214, 214]",34,"[-3.4969658336822107, -1.5373460369486298, -0.923773923787282, -0.6109898217174082, -0.4100853499673052, -0.26104282749786534, -0.13798188470629405, -0.021937239850466528]"
