N,n_x,n_trunc,mode,W_obs,statuses,H_shannon_bits,c_m,m_eff,runtime_sec,num_constraints,num_words,node_values
0.01,4,1,witness,0.3280350040154344,"['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",1.9674752593273086,7.492940515158995,8,2720.6825629801024,"[1189, 1189, 1189, 1189, 1189, 1189, 1189, 1189]",155,"[-3.291084098573805, -1.162439476289253, -0.5293686024260698, -0.27051897440301814, -0.1472385007807198, -0.08037618624648668, -0.03855919731565646, -0.005880219796677919]"
0.12,4,1,witness,0.5028886753860173,"['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",1.7653922520228404,7.492940515158995,8,2809.7952938529197,"[1189, 1189, 1189, 1189, 1189, 1189, 1189, 1189]",155,"[-3.2971555510332644, -1.196318705171256, -0.5778613976463068, -0.31494341788258795, -0.18114021125000923, -0.10230488340868259, -0.05010771921694016, -0.007716377527107453]"
0.23,4,1,witness,0.609604207580649,"['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",1.5618571306668656,7.492940515158995,8,2705.637554316083,"[1189, 1189, 1189, 1189, 1189, 1189, 1189, 1189]",155,"[-3.3046792163853675, -1.231517665685177, -0.6243643356208365, -0.3591268512128452, -0.2146212053272463, -0.12487386011866354, -0.0622517144531626, -0.00964853568883123]"
0.34,4,1,witness,0.691208619148076,"['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",1.3603923937134996,7.492940515158995,8,2691.8923552280758,"[1189, 1189, 1189, 1189, 1189, 1189, 1189, 1189]",155,"[-3.311922271612055, -1.2669195600907819, -0.6720898352099115, -0.4005788260731157, -0.24722535453314395, -0.14742947369684625, -0.07475487712514373, -0.011627923104497923]"
0.45,4,1,witness,0.7559280864558159,"['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",1.165472630108253,7.492940515158995,8,2676.1956268071663,"[1189, 1189, 1189, 1189, 1189, 1189, 1189, 1189]",155,"[-3.3223518645201784, -1.304433318489411, -0.715732226501275, -0.4397539770970241, -0.27734360006859204, -0.16837738511332356, -0.08600766506949266, -0.01346784819144534]"
0.56,4,1,witness,0.8087660052750161,"['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",0.9825382591001023,7.492940515158995,8,2598.182862163987,"[1189, 1189, 1189, 1189, 1189, 1189, 1189, 1189]",155,"[-3.334596364485931, -1.3415031810898643, -0.7559025958207353, -0.47473654414066624, -0.30467002269451565, -0.18717955818902932, -0.09667008648477311, -0.01514390315337829]"
0.67,4,1,witness,0.8522962314311644,"['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",0.8143099239726294,7.492940515158995,8,2619.571816337062,"[1189, 1189, 1189, 1189, 1189, 1189, 1189, 1189]",155,"[-3.3488478323018596, -1.3774476212459454, -0.7918373301733479, -0.5052283201210631, -0.3287769906358317, -0.20389880001659852, -0.10590714315731495, -0.01668655353440466]"
0.78,4,1,witness,0.8885023745734563,"['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",0.6554565581513976,7.492940515158995,8,2573.0755588780157,"[1189, 1189, 1189, 1189, 1189, 1189, 1189, 1189]",155,"[-3.366262810978224, -1.4129395637750524, -0.8249668270586935, -0.5325933809357091, -0.3497806359391423, -0.2187092532412352, -0.11418297540451078, -0.018048509675031132]"
0.89,4,1,witness,0.9181523182676301,"['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",0.5142445087089081,7.492940515158995,8,2541.440537913004,"[1189, 1189, 1189, 1189, 1189, 1189, 1189, 1189]",155,"[-3.386053686125335, -1.4450782938511972, -0.8530648452514716, -0.5554835692539425, -0.3675391405904404, -0.23113583175416463, -0.12115605479588616, -0.0191845848276498]"
1.0,4,1,witness,0.9419068451505376,"['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",0.3873661195227911,7.492940515158995,8,2511.1193527281284,"[1189, 1189, 1189, 1189, 1189, 1189, 1189, 1189]",155,"[-3.4086597171491557, -1.4742604534400923, -0.8770378289889076, -0.5746874722749923, -0.3823039869000343, -0.24150996341597894, -0.12697916055524444, -0.020135812911798362]"
0.01,4,2,witness,0.32803387000253764,"['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",1.9674149789150148,7.492940515158995,8,6491.219972622814,"[1413, 1413, 1413, 1413, 1413, 1413, 1413, 1413]",204,"[-3.2911276469242905, -1.162433819858654, -0.5293594924504792, -0.2705488312781445, -0.14723164700241703, -0.08037878349734263, -0.03856198017186637, -0.005883335060786852]"
0.12,4,2,witness,0.49944480571107847,"['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",1.7697809766535588,7.492940515158995,8,7078.803285297006,"[1413, 1413, 1413, 1413, 1413, 1413, 1413, 1413]",204,"[-3.297469485834074, -1.1955704589228027, -0.5766857844730777, -0.3139145806783956, -0.17994515986741572, -0.10190067661707365, -0.04998046883336393, -0.007692923279233058]"
0.23,4,2,witness,0.5959604248704586,"['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",1.5607850799606535,7.492940515158995,8,7043.595407393994,"[1413, 1413, 1413, 1413, 1413, 1413, 1413, 1413]",204,"[-3.310232445288319, -1.2343526450430256, -0.623850241403135, -0.3561545321552531, -0.21238684280027154, -0.12377720699421356, -0.06181956628847021, -0.009581955225653981]"
0.34,4,2,witness,0.6709916921212429,"['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",1.3473355959573663,7.492940515158995,8,6981.444656973006,"[1413, 1413, 1413, 1413, 1413, 1413, 1413, 1413]",204,"[-3.330909552224583, -1.2771022169539903, -0.6699831063875037, -0.39586814561286554, -0.2428556508887518, -0.1444585494464959, -0.07309394377512694, -0.011333753912312729]"
0.45,4,2,witness,0.7325200462889166,"['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",1.1426828466042445,7.492940515158995,8,6861.2790184970945,"[1413, 1413, 1413, 1413, 1413, 1413, 1413, 1413]",204,"[-3.3478208429546656, -1.3185316552195174, -0.7144772113162077, -0.43425475442610034, -0.27265699323956155, -0.16488693332550922, -0.08441410319524473, -0.01321517487794441]"
0.56,4,2,witness,0.7863095291638034,"['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",1.0565611389787446,7.492940515158995,8,6689.231678065145,"[1413, 1413, 1413, 1413, 1413, 1413, 1413, 1413]",204,"[-3.330705415165589, -1.3259327155076717, -0.7392313843016121, -0.4603664845261757, -0.2936792401273578, -0.1795684463885536, -0.09241149442172983, -0.014484195741561052]"
0.67,4,2,witness,0.8321213324925161,"['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",0.8895232579763294,7.492940515158995,8,6632.652590401005,"[1413, 1413, 1413, 1413, 1413, 1413, 1413, 1413]",204,"[-3.343366036944019, -1.3607760969490068, -0.7757146090879051, -0.4914326343802216, -0.31797607593855315, -0.19642115215662154, -0.10170963214076181, -0.016021019585577133]"
