N,n_x,n_b,n_trunc,p_obs,pg,status,H_min_bits,runtime_sec,num_constraints,num_blocks,num_words_per_block
0.22921052631578948,2,2,0,"[[0.16915275035081673, 0.8308472496491832], [0.8308472496491832, 0.16915275035081673]]",0.996235985810348,optimal,0.005440570232552515,0.7975564941298217,91,2,38
0.24789473684210528,2,2,0,"[[0.1596783859718806, 0.8403216140281193], [0.8403216140281193, 0.1596783859718806]]",0.998005108844779,optimal,0.002880894068150874,0.8397947261109948,91,2,38
0.266578947368421,2,2,0,"[[0.15088955348827077, 0.8491104465117292], [0.8491104465117292, 0.15088955348827077]]",0.9991770106064416,optimal,0.0011878115620202786,1.0511787310242653,91,2,38
0.28526315789473683,2,2,0,"[[0.14271500551110844, 0.8572849944888916], [0.8572849944888916, 0.14271500551110844]]",0.9998207032570441,optimal,0.0002586937140733072,0.9435239559970796,91,2,38
0.30394736842105263,2,2,0,"[[0.1350942775186757, 0.8649057224813244], [0.8649057224813244, 0.1350942775186757]]",0.9999997148787823,optimal,4.113430255368743e-07,0.9058728008531034,91,2,38
0.32263157894736844,2,2,0,"[[0.12797549001178177, 0.8720245099882182], [0.8720245099882182, 0.12797549001178177]]",0.999999996945337,optimal,4.406947120833393e-09,0.8779667660128325,91,2,38
0.34131578947368424,2,2,0,"[[0.12131370446867673, 0.8786862955313233], [0.8786862955313233, 0.12131370446867673]]",0.9999999654116192,optimal,4.9900486353254687e-08,0.9112117970362306,91,2,38
0.36,2,2,0,"[[0.11506967022170828, 0.8849303297782918], [0.8849303297782918, 0.11506967022170828]]",0.9999999971142935,optimal,4.1631943931509955e-09,0.8523610800039023,91,2,38
0.005,2,4,0,"[[0.19179765125434867, 0.2519708907365089, 0.27811572900457127, 0.27811572900457115], [0.27811572900457115, 0.27811572900457127, 0.2519708907365089, 0.19179765125434867]]",0.7994807754003368,optimal,0.322864752323794,4.6294069909490645,291,4,56
0.02368421052631579,2,4,0,"[[0.13345854271204233, 0.24566118909541362, 0.310440134096272, 0.310440134096272], [0.310440134096272, 0.310440134096272, 0.24566118909541362, 0.13345854271204233]]",0.8335276822817359,optimal,0.26269798154561824,4.293687226017937,291,4,56
0.042368421052631576,2,4,0,"[[0.10317654470809079, 0.23711344795010478, 0.32985500367090226, 0.32985500367090215], [0.32985500367090215, 0.32985500367090226, 0.23711344795010478, 0.10317654470809079]]",0.8654554479178818,optimal,0.20846854071692386,5.08334177499637,291,4,56
0.061052631578947365,2,4,0,"[[0.08256698700739817, 0.22802373991846714, 0.34470463653706734, 0.34470463653706734], [0.34470463653706734, 0.34470463653706734, 0.22802373991846714, 0.08256698700739817]]",0.8899653593083766,optimal,0.16817891265847126,5.096807110123336,291,4,56
0.07973684210526316,2,4,0,"[[0.06730607733593807, 0.21881438550351875, 0.35693976858027154, 0.35693976858027165], [0.35693976858027165, 0.35693976858027154, 0.21881438550351875, 0.06730607733593807]]",0.9093492490364203,optimal,0.13709360565711864,4.3082213080488145,291,4,56
0.09842105263157895,2,4,0,"[[0.055511464776167974, 0.20967311212718281, 0.3674077115483246, 0.36740771154832463], [0.36740771154832463, 0.3674077115483246, 0.20967311212718281, 0.055511464776167974]]",0.9252290996946513,optimal,0.11211745350798112,4.3243870278820395,291,4,56
0.11710526315789474,2,4,0,"[[0.046156199738277115, 0.20070102842236953, 0.37657138591967665, 0.3765713859196767], [0.3765713859196767, 0.37657138591967665, 0.20070102842236953, 0.046156199738277115]]",0.938488453073399,optimal,0.0915891002800423,4.630147660151124,291,4,56
0.13578947368421052,2,4,0,"[[0.03860599702015005, 0.1919574685156752, 0.3847182672320874, 0.38471826723208735], [0.38471826723208735, 0.3847182672320874, 0.1919574685156752, 0.03860599702015005]]",0.9496805150577012,optimal,0.07448584129940543,4.333116865018383,291,4,56
0.15447368421052632,2,4,0,"[[0.03243698726284455, 0.1834783589257007, 0.3920423269057274, 0.3920423269057274], [0.3920423269057274, 0.3920423269057274, 0.1834783589257007, 0.03243698726284455]]",0.9591778687047924,optimal,0.0601297233310038,4.185665277065709,291,4,56
0.17315789473684212,2,4,0,"[[0.027350158871981, 0.17528520260205088, 0.3986823192629841, 0.39868231926298403], [0.3986823192629841, 0.39868231926298414, 0.1752852026020509, 0.027350158871981004]]",0.9672526285409224,optimal,0.04803535064218327,4.5491815828718245,291,4,56
0.1918421052631579,2,4,0,"[[0.023126160131693163, 0.1673900326104783, 0.40474190362891427, 0.40474190362891427], [0.40474190362891427, 0.40474190362891427, 0.1673900326104783, 0.023126160131693163]]",0.9741079279139855,optimal,0.037846467918503005,4.298331796191633,291,4,56
0.21052631578947367,2,4,0,"[[0.019599288081728672, 0.15979839086174213, 0.41030116052826465, 0.41030116052826454], [0.41030116052826454, 0.41030116052826465, 0.15979839086174213, 0.019599288081728672]]",0.9799034056901972,optimal,0.029288552802418377,4.345082216896117,291,4,56
0.22921052631578948,2,4,0,"[[0.01664151022536886, 0.15251124012544787, 0.41542362482459166, 0.4154236248245916], [0.41542362482459166, 0.4154236248245917, 0.1525112401254479, 0.016641510225368864]]",0.9847659387307732,optimal,0.022147232409043885,4.121818196959794,291,4,56
0.24789473684210528,2,4,0,"[[0.014152131308738936, 0.14552625466314167, 0.42016080701405967, 0.42016080701405967], [0.42016080701405967, 0.42016080701405967, 0.14552625466314167, 0.014152131308738936]]",0.9887998269156947,optimal,0.016249604181372154,4.132015340961516,291,4,56
0.266578947368421,2,4,0,"[[0.01205082722593831, 0.13883872626233246, 0.4245552232558646, 0.42455522325586464], [0.42455522325586464, 0.4245552232558646, 0.13883872626233246, 0.01205082722593831]]",0.9920996741357562,optimal,0.011443022503528362,4.140626296168193,291,4,56
0.28526315789473683,2,4,0,"[[0.01027278543762955, 0.1324422200734789, 0.4286424972444458, 0.42864249724444575], [0.42864249724444575, 0.4286424972444458, 0.1324422200734789, 0.01027278543762955]]",0.9947333656666325,optimal,0.007618226096181701,4.063393505988643,291,4,56
0.30394736842105263,2,4,0,"[[0.008765216725232505, 0.1263290607934432, 0.4324528612406622, 0.4324528612406621], [0.4324528612406621, 0.4324528612406622, 0.1263290607934432, 0.008765216725232505]]",0.9967729789833875,optimal,0.004663135288537765,4.116451570065692,291,4,56
0.32263157894736844,2,4,0,"[[0.007484790275443076, 0.12049069973633869, 0.4360122549941091, 0.4360122549941091], [0.4360122549941091, 0.4360122549941091, 0.12049069973633869, 0.007484790275443076]]",0.9982717135519183,optimal,0.0024955474199915796,4.195373704889789,291,4,56
0.34131578947368424,2,4,0,"[[0.006395708678464618, 0.11491799579021211, 0.43934314776566163, 0.43934314776566163], [0.43934314776566163, 0.43934314776566163, 0.11491799579021211, 0.006395708678464618]]",0.9992794701945313,optimal,0.001039879454237908,4.130953314015642,291,4,56
0.36,2,4,0,"[[0.005468237657763608, 0.10960143256394467, 0.44246516488914583, 0.4424651648891459], [0.4424651648891459, 0.44246516488914583, 0.10960143256394467, 0.005468237657763608]]",0.9998411131875697,optimal,0.00022924342871692873,4.236630209023133,291,4,56
0.005,2,8,0,"[[0.009875884116445133, 0.04479479527444957, 0.13712697186345396, 0.2519708907365089, 0.27811572900457127, 0.18441709685530688, 0.07342781527502706, 0.020270816874237207], [0.020270816874237207, 0.07342781527502706, 0.18441709685530688, 0.27811572900457127, 0.2519708907365089, 0.13712697186345396, 0.04479479527444957, 0.009875884116445133]]",0.793075729611638,optimal,0.3344694615953001,33.53460791311227,1219,8,92
0.02368421052631579,2,8,0,"[[0.0033139534774409007, 0.024586529046761618, 0.10555806018783981, 0.24566118909541362, 0.310440134096272, 0.21312451214703612, 0.07942464063144572, 0.017890981317790156], [0.017890981317790156, 0.07942464063144572, 0.21312451214703612, 0.310440134096272, 0.24566118909541362, 0.10555806018783981, 0.024586529046761618, 0.0033139534774409007]]",0.8154320078717063,optimal,0.2943635073379787,33.378856691066176,1219,8,92
0.042368421052631576,2,8,0,"[[0.0015005364845763205, 0.01568707117470242, 0.08598893704881207, 0.2371134479501048, 0.3298550036709023, 0.23172819005560905, 0.08212175936375067, 0.016005054251542476], [0.016005054251542476, 0.08212175936375067, 0.23172819005560905, 0.3298550036709023, 0.2371134479501048, 0.08598893704881207, 0.01568707117470242, 0.0015005364845763205]]",0.8394105138822399,optimal,0.2525515613385774,33.25573467416689,1219,8,92
0.061052631578947365,2,8,0,"[[0.0007474364032122871, 0.010501852695760039, 0.07131769790842585, 0.22802373991846714, 0.34470463653706734, 0.24678387292498338, 0.08356131631963826, 0.014359447292445704], [0.014359447292445704, 0.08356131631963826, 0.24678387292498338, 0.34470463653706734, 0.22802373991846714, 0.07131769790842585, 0.010501852695760039, 0.0007474364032122871]]",0.8649231064969104,optimal,0.2093562150935683,33.02018085680902,1219,8,92
0.07973684210526316,2,8,0,"[[0.00039116877454575816, 0.00720912742228097, 0.05970578113911135, 0.21881438550351875, 0.35693976858027154, 0.25980568501901313, 0.08424245324668556, 0.01289163031457291], [0.01289163031457291, 0.08424245324668556, 0.25980568501901313, 0.35693976858027154, 0.21881438550351875, 0.05970578113911135, 0.00720912742228097, 0.00039116877454575816]]",0.8890755189383533,optimal,0.16962212670910984,33.519638430094346,1219,8,92
0.09842105263157895,2,8,0,"[[0.0002109822897506386, 0.005025913980572061, 0.050274568505845274, 0.20967311212718281, 0.3674077115483246, 0.27144367020173576, 0.08439255276494334, 0.011571488581645528], [0.011571488581645528, 0.08439255276494334, 0.27144367020173576, 0.3674077115483246, 0.20967311212718281, 0.050274568505845274, 0.005025913980572061, 0.0002109822897506386]]",0.9094064099001593,optimal,0.13700292201385839,32.92006480600685,1219,8,92
0.11710526315789474,2,8,0,"[[0.00011609401930889884, 0.00354050993634214, 0.042499595782626076, 0.20070102842236953, 0.37657138591967665, 0.28204881827308187, 0.0841425427773787, 0.010380024869216131], [0.010380024869216131, 0.0841425427773787, 0.28204881827308187, 0.37657138591967665, 0.20070102842236953, 0.042499595782626076, 0.00354050993634214, 0.00011609401930889884]]",0.9261353093413056,optimal,0.11070510674224852,32.983436919981614,1219,8,92
0.13578947368421052,2,8,0,"[[6.477673485738578e-05, 0.002512592574531791, 0.036028627710760874, 0.1919574685156752, 0.3847182672320874, 0.29183657082052117, 0.08357841377435449, 0.009303282637211696], [0.009303282637211696, 0.08357841377435449, 0.29183657082052117, 0.3847182672320874, 0.1919574685156752, 0.036028627710760874, 0.002512592574531791, 6.477673485738578e-05]]",0.9400685169830368,optimal,0.08916218330002035,33.20420767692849,1219,8,92
0.15447368421052632,2,8,0,"[[3.6505971559130934e-05, 0.001792799845769133, 0.030607681445516288, 0.1834783589257007, 0.3920423269057274, 0.3009506763547916, 0.08276162670027021, 0.008330023850665558], [0.008330023850665558, 0.08276162670027021, 0.3009506763547916, 0.3920423269057274, 0.1834783589257007, 0.030607681445516288, 0.001792799845769133, 3.6505971559130934e-05]]",0.9517395241097752,optimal,0.07136130989814783,32.77317391498946,1219,8,92
0.17315789473684212,2,8,0,"[[2.0723900108654547e-05, 0.0012844260979376076, 0.02604500887393474, 0.17528520260205088, 0.3986823192629841, 0.3094928997612699, 0.08173873943405124, 0.007450680067662863], [0.007450680067662863, 0.08173873943405124, 0.3094928997612699, 0.3986823192629841, 0.17528520260205088, 0.02604500887393474, 0.0012844260979376076, 2.0723900108654547e-05]]",0.9615392334431697,optimal,0.056582370198814035,32.80596386711113,1219,8,92
0.1918421052631579,2,8,0,"[[1.1827780971196411e-05, 0.000923067417668344, 0.022191264933053623, 0.1673900326104783, 0.40474190362891427, 0.3175385666992702, 0.08054651373551991, 0.00665682319412414], [0.00665682319412414, 0.08054651373551991, 0.3175385666992702, 0.40474190362891427, 0.1673900326104783, 0.022191264933053623, 0.000923067417668344, 1.1827780971196411e-05]]",0.9697622109659753,optimal,0.04429705801658085,33.26928101899102,1219,8,92
0.21052631578947367,2,8,0,"[[6.777052766526737e-06, 0.0006649555829583709, 0.018927555446003774, 0.15979839086174213, 0.41030116052826465, 0.32514541763974036, 0.07921486707633196, 0.0059408758121922145], [0.0059408758121922145, 0.07921486707633196, 0.32514541763974036, 0.41030116052826465, 0.15979839086174213, 0.018927555446003774, 0.0006649555829583709, 6.777052766526737e-06]]",0.9766418086788422,optimal,0.03409855581986399,33.141209883848205,1219,8,92
0.22921052631578948,2,8,0,"[[3.894189867015285e-06, 0.00047989819278215773, 0.016157717842719688, 0.15251124012544787, 0.41542362482459166, 0.33235898747408754, 0.07776869563030764, 0.005295941720196429], [0.005295941720196429, 0.07776869563030764, 0.33235898747408754, 0.41542362482459166, 0.15251124012544787, 0.016157717842719688, 0.00047989819278215773, 3.894189867015285e-06]]",0.9823563645449026,optimal,0.02568161607341455,32.70527933910489,1219,8,92
0.24789473684210528,2,8,0,"[[2.2421901785252274e-06, 0.0003468311234387511, 0.01380305799512166, 0.14552625466314167, 0.42016080701405967, 0.33921604451791953, 0.0762290619529819, 0.00471570054315823], [0.00471570054315823, 0.0762290619529819, 0.33921604451791953, 0.42016080701405967, 0.14552625466314167, 0.01380305799512166, 0.0003468311234387511, 2.2421901785252274e-06]]",0.9870604948932172,optimal,0.018789587705267834,35.198155477875844,1219,8,92
0.266578947368421,2,8,0,"[[1.29278382576814e-06, 0.00025093044086504923, 0.011798604001247492, 0.13883872626233246, 0.4245552232558646, 0.3457468810868151, 0.07461400417226849, 0.004194337996781039], [0.004194337996781039, 0.07461400417226849, 0.3457468810868151, 0.4245552232558646, 0.13883872626233246, 0.011798604001247492, 0.00025093044086504923, 1.29278382576814e-06]]",0.9908754308436889,optimal,0.013224396305218052,33.81973113398999,1219,8,92
0.28526315789473683,2,8,0,"[[7.460286093330382e-07, 0.00018169284485719528, 0.010090346564163022, 0.1324422200734789, 0.4286424972444458, 0.35197689165434237, 0.07293910898298905, 0.003726496607114327], [0.003726496607114327, 0.07293910898298905, 0.35197689165434237, 0.4286424972444458, 0.1324422200734789, 0.010090346564163022, 0.00018169284485719528, 7.460286093330382e-07]]",0.9939047642291798,optimal,0.008820475249403752,35.547545267036185,1219,8,92
0.30394736842105263,2,8,0,"[[4.307091521216222e-07, 0.00013163656068676532, 0.008633149455393618, 0.1263290607934432, 0.4324528612406622, 0.35792769141155745, 0.07121793140754606, 0.0033072384215586115], [0.0033072384215586115, 0.07121793140754606, 0.35792769141155745, 0.4324528612406622, 0.1263290607934432, 0.008633149455393618, 0.00013163656068676532, 4.307091521216222e-07]]",0.9962389476548976,optimal,0.005436281055939193,34.49347059382126,1219,8,92
0.32263157894736844,2,8,0,"[[2.4869646492176045e-07, 9.540953828213183e-05, 0.007389132040696023, 0.12049069973633869, 0.4360122549941091, 0.3636179283530671, 0.06946231177891149, 0.0029320148621305164], [0.0029320148621305164, 0.06946231177891149, 0.3636179283530671, 0.4360122549941091, 0.12049069973633869, 0.007389132040696023, 9.540953828213183e-05, 2.4869646492176045e-07]]",0.9979514194392748,optimal,0.0029585084229629723,36.61262686201371,1219,8,92
0.34131578947368424,2,8,0,"[[1.4358112832013603e-07, 6.917030188041684e-05, 0.006326394795455881, 0.11491799579021211, 0.43934314776566163, 0.36906388512937327, 0.06768262174048129, 0.0025966408958070786], [0.0025966408958070786, 0.06768262174048129, 0.36906388512937327, 0.43934314776566163, 0.11491799579021211, 0.006326394795455881, 6.917030188041684e-05, 1.4358112832013603e-07]]",0.9991039472875031,optimal,0.0012933103283815075,34.61548131820746,1219,8,92
0.36,2,8,0,"[[8.286566366422221e-08, 5.015418873199895e-05, 0.005418000603367945, 0.10960143256394467, 0.44246516488914583, 0.37427993310998614, 0.06588795991206142, 0.002297271867098327], [0.002297271867098327, 0.06588795991206142, 0.37427993310998614, 0.44246516488914583, 0.10960143256394467, 0.005418000603367945, 5.015418873199895e-05, 8.286566366422221e-08]]",0.9997651837477871,optimal,0.0003388080229597197,35.37202516198158,1219,8,92
