N,n_x,n_b,n_trunc,p_obs,pg,status,H_min_bits,runtime_sec,num_constraints,num_blocks,num_words_per_block
0.17315789473684212,2,8,0,"[[2.0723900108654547e-05, 0.0012844260979376076, 0.02604500887393474, 0.17528520260205088, 0.3986823192629841, 0.3094928997612699, 0.08173873943405124, 0.007450680067662863], [0.007450680067662863, 0.08173873943405124, 0.3094928997612699, 0.3986823192629841, 0.17528520260205088, 0.02604500887393474, 0.0012844260979376076, 2.0723900108654547e-05]]",0.9614615830229976,optimal,0.05669888172102137,54.239730458008125,1219,8,124
0.1918421052631579,2,8,0,"[[1.1827780971196411e-05, 0.000923067417668344, 0.022191264933053623, 0.1673900326104783, 0.40474190362891427, 0.3175385666992702, 0.08054651373551991, 0.00665682319412414], [0.00665682319412414, 0.08054651373551991, 0.3175385666992702, 0.40474190362891427, 0.1673900326104783, 0.022191264933053623, 0.000923067417668344, 1.1827780971196411e-05]]",0.9697120996933619,optimal,0.044371609439211875,52.2766850059852,1219,8,124
0.21052631578947367,2,8,0,"[[6.777052766526737e-06, 0.0006649555829583709, 0.018927555446003774, 0.15979839086174213, 0.41030116052826465, 0.32514541763974036, 0.07921486707633196, 0.0059408758121922145], [0.0059408758121922145, 0.07921486707633196, 0.32514541763974036, 0.41030116052826465, 0.15979839086174213, 0.018927555446003774, 0.0006649555829583709, 6.777052766526737e-06]]",0.9766062935573859,optimal,0.034151019702510055,50.51321851904504,1219,8,124
0.22921052631578948,2,8,0,"[[3.894189867015285e-06, 0.00047989819278215773, 0.016157717842719688, 0.15251124012544787, 0.41542362482459166, 0.33235898747408754, 0.07776869563030764, 0.005295941720196429], [0.005295941720196429, 0.07776869563030764, 0.33235898747408754, 0.41542362482459166, 0.15251124012544787, 0.016157717842719688, 0.00047989819278215773, 3.894189867015285e-06]]",0.9823380916174087,optimal,0.025708452064930734,50.70624133897945,1219,8,124
0.24789473684210528,2,8,0,"[[2.2421901785252274e-06, 0.0003468311234387511, 0.01380305799512166, 0.14552625466314167, 0.42016080701405967, 0.33921604451791953, 0.0762290619529819, 0.00471570054315823], [0.00471570054315823, 0.0762290619529819, 0.33921604451791953, 0.42016080701405967, 0.14552625466314167, 0.01380305799512166, 0.0003468311234387511, 2.2421901785252274e-06]]",0.987050692191233,optimal,0.018803915479339156,50.070000637089834,1219,8,124
0.266578947368421,2,8,0,"[[1.29278382576814e-06, 0.00025093044086504923, 0.011798604001247492, 0.13883872626233246, 0.4245552232558646, 0.3457468810868151, 0.07461400417226849, 0.004194337996781039], [0.004194337996781039, 0.07461400417226849, 0.3457468810868151, 0.4245552232558646, 0.13883872626233246, 0.011798604001247492, 0.00025093044086504923, 1.29278382576814e-06]]",0.9908698376088129,optimal,0.01323253996762175,51.526445695897564,1219,8,124
0.28526315789473683,2,8,0,"[[7.460286093330382e-07, 0.00018169284485719528, 0.010090346564163022, 0.1324422200734789, 0.4286424972444458, 0.35197689165434237, 0.07293910898298905, 0.003726496607114327], [0.003726496607114327, 0.07293910898298905, 0.35197689165434237, 0.4286424972444458, 0.1324422200734789, 0.010090346564163022, 0.00018169284485719528, 7.460286093330382e-07]]",0.9939074793537201,optimal,0.008816534136029138,50.42588020302355,1219,8,124
0.30394736842105263,2,8,0,"[[4.307091521216222e-07, 0.00013163656068676532, 0.008633149455393618, 0.1263290607934432, 0.4324528612406622, 0.35792769141155745, 0.07121793140754606, 0.0033072384215586115], [0.0033072384215586115, 0.07121793140754606, 0.35792769141155745, 0.4324528612406622, 0.1263290607934432, 0.008633149455393618, 0.00013163656068676532, 4.307091521216222e-07]]",0.9962400409597245,optimal,0.0054346977966316145,49.37939228210598,1219,8,124
0.32263157894736844,2,8,0,"[[2.4869646492176045e-07, 9.540953828213183e-05, 0.007389132040696023, 0.12049069973633869, 0.4360122549941091, 0.3636179283530671, 0.06946231177891149, 0.0029320148621305164], [0.0029320148621305164, 0.06946231177891149, 0.3636179283530671, 0.4360122549941091, 0.12049069973633869, 0.007389132040696023, 9.540953828213183e-05, 2.4869646492176045e-07]]",0.9979504425467034,optimal,0.0029599206748327366,49.71934440708719,1219,8,124
0.34131578947368424,2,8,0,"[[1.4358112832013603e-07, 6.917030188041684e-05, 0.006326394795455881, 0.11491799579021211, 0.43934314776566163, 0.36906388512937327, 0.06768262174048129, 0.0025966408958070786], [0.0025966408958070786, 0.06768262174048129, 0.36906388512937327, 0.43934314776566163, 0.11491799579021211, 0.006326394795455881, 6.917030188041684e-05, 1.4358112832013603e-07]]",0.9991035814906524,optimal,0.001293838535081638,50.58138113305904,1219,8,124
